FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,ViewFrame
241,312.4922,503.0000,-646.1620,0.8792,355.5102,0.0000,0
242,332.3319,503.0000,-644.4592,0.8792,354.4898,0.0000,0
243,349.8604,503.0000,-642.6030,0.8792,353.1633,0.0000,0
244,367.3644,503.0000,-640.2727,0.8792,351.6327,0.0000,0
245,384.7038,503.0000,-637.4264,0.8792,349.8980,0.0000,0
246,401.8457,503.0000,-633.9661,0.8792,347.3470,0.0000,0
247,418.6994,503.0000,-629.9176,0.8792,345.4082,0.0000,0
248,435.4927,503.0000,-625.2769,0.8792,343.5714,0.0000,0
249,452.0955,503.0000,-620.0837,0.8792,341.7347,0.0000,0
250,469.0488,503.0000,-614.3017,0.8792,340.7143,0.0000,0
251,485.4789,503.0000,-608.2632,0.9672,338.8776,0.0000,0
252,501.9034,503.0000,-601.6994,0.9672,337.2449,0.0000,0
253,517.9806,503.0000,-594.6753,0.9672,335.7143,0.0000,0
254,533.9680,503.0000,-587.2202,0.9672,334.5919,0.0000,0
255,550.1097,503.0000,-579.1241,0.9672,332.2449,0.0000,0
256,565.6057,503.0000,-570.7067,0.9672,330.7143,0.0000,0
257,580.7806,503.0000,-561.9618,0.9672,329.1837,0.0000,0
258,595.5284,503.0000,-552.7330,0.9672,326.9388,0.0000,0
259,609.9854,503.0000,-542.9325,0.9672,325.5102,0.0000,0
260,624.6971,503.0000,-532.3637,1.2310,322.8571,0.0000,0
261,638.2360,503.0000,-521.4915,1.2310,320.3061,0.0000,0
262,651.7699,503.0000,-510.1169,1.2310,319.7959,0.0000,0
263,665.5188,503.0000,-498.4855,1.2310,319.6939,0.0000,0
264,679.1285,503.0000,-486.9412,1.2310,319.6939,0.0000,0
265,692.7149,503.0000,-475.4166,1.2310,319.6939,0.0000,0
266,706.0181,503.0000,-464.1321,1.2310,319.6939,0.0000,0
267,719.3684,503.0000,-452.8078,1.2310,319.6939,0.0000,0
268,732.9818,503.0000,-441.2603,1.2310,319.6939,0.0000,0
269,746.3334,503.0000,-429.9349,1.2310,319.6939,0.0000,0
270,760.0527,503.0000,-418.2976,1.2310,319.6939,0.0000,0
271,773.4305,503.0000,-406.9499,1.2310,319.6939,0.0000,0
272,786.8445,503.0000,-395.5717,1.2310,319.6939,0.0000,0
273,801.8368,503.0000,-382.8545,1.2310,319.6939,0.0000,0
274,815.0945,503.0000,-371.6087,1.2310,319.6939,0.0000,0
275,828.3212,503.0000,-360.3893,1.2310,319.6939,0.0000,0
276,841.6216,503.0000,-349.1071,1.2310,319.6939,0.0000,0
277,854.8928,503.0000,-337.8498,1.2310,319.6939,0.0000,0
278,868.1918,503.0000,-326.5690,1.2309,319.6939,0.0000,0
279,881.4243,503.0000,-315.3446,1.2309,319.6939,0.0000,0
280,894.8168,503.0000,-303.9845,1.2309,319.6939,0.0000,0
281,908.1448,503.0000,-291.8217,1.2310,315.5102,0.0000,0
282,920.0573,503.0000,-278.9106,1.2310,311.1224,0.0000,0
283,931.3353,503.0000,-265.0160,1.2310,307.7551,0.0000,0
284,941.7948,503.0000,-250.9304,1.2310,305.6122,0.0000,0
285,951.7350,503.0000,-236.5649,1.2310,303.8776,0.0000,0
286,961.4047,503.0000,-221.6331,1.2310,302.0408,0.0000,0
287,970.6432,503.0000,-206.2923,1.2310,300.3061,0.0000,0
288,979.4341,503.0000,-190.9803,1.2309,299.4898,0.0000,0
289,987.9362,503.0000,-175.6832,1.2310,298.6735,0.0000,0
290,996.2219,503.0000,-159.9612,1.2310,297.1429,0.0000,0
291,1004.1050,503.0000,-143.8820,1.2310,295.4082,0.0000,0
292,1011.5300,503.0000,-127.8845,1.2310,294.3878,0.0000,0
293,1018.5850,503.0000,-111.9136,1.2309,293.2653,0.0000,0
294,1025.3640,503.0000,-95.6515,1.2310,292.0408,0.0000,0
295,1031.8490,503.0000,-79.0678,1.2310,290.7143,0.0000,0
296,1038.0070,503.0000,-62.1486,1.2310,289.3878,0.0000,0
297,1043.6360,503.0000,-45.5973,1.2309,288.4694,0.0000,0
298,1049.0150,503.0000,-29.0691,1.2309,287.7551,0.0000,0
299,1054.2330,503.0000,-12.4716,1.2310,287.1429,0.0000,0
300,1059.2610,503.0000,4.7165,1.2310,285.4082,0.0000,0
301,1063.6150,503.0000,21.9182,1.2310,283.2653,0.0000,0
302,1067.4260,503.0000,39.4176,1.2309,281.6327,0.0000,0
303,1070.7450,503.0000,56.6838,1.2310,280.4082,0.0000,0
304,1074.0370,503.0000,75.4790,1.2310,279.5918,0.0000,0
305,1076.6620,503.0000,92.6595,1.2310,277.8571,0.0000,0
306,1078.5960,503.0000,110.2576,1.2310,275.2040,0.0000,0
307,1079.9610,503.0000,128.1690,1.2310,273.4694,0.0000,0
308,1080.6400,503.0000,145.7651,1.2310,271.4285,0.0000,0
309,1081.0860,503.0000,163.6594,1.2310,271.4285,0.0000,0
310,1081.4950,503.0000,181.0417,1.2310,271.3265,0.0000,0
311,1081.9160,503.0000,199.2331,1.2310,271.3265,0.0000,0
312,1082.3190,503.0000,216.6489,1.2310,271.3265,0.0000,0
313,1082.7340,503.0000,234.5954,1.2310,271.3265,0.0000,0
314,1083.1360,503.0000,251.9380,1.2310,271.3265,0.0000,0
315,1083.5390,503.0000,269.3293,1.2310,271.3265,0.0000,0
316,1083.9400,503.0000,286.6730,1.2310,271.3265,0.0000,0
317,1084.3450,503.0000,304.1591,1.2310,271.3265,0.0000,0
318,1084.7480,503.0000,321.5792,1.2310,271.3265,0.0000,0
319,1085.1520,503.0000,339.0137,1.2310,271.3265,0.0000,0
320,1085.5630,503.0000,356.7572,1.2310,271.3265,0.0000,0
321,1085.9680,503.0000,374.2634,1.2310,271.3265,0.0000,0
322,1086.3770,503.0000,391.9334,1.2310,271.3265,0.0000,0
323,1086.6950,503.0000,409.5868,1.2310,270.2041,0.0000,0
324,1086.3590,503.0000,427.2603,1.2310,267.5510,0.0000,0
325,1084.9830,503.0000,444.6677,1.2309,263.7755,0.0000,0
326,1082.2570,503.0000,462.2069,1.2310,259.5919,0.0000,0
327,1078.3680,503.0000,479.2166,1.2310,255.0000,0.0000,0
328,1073.2910,503.0000,496.4294,1.2309,252.2449,0.0000,0
329,1067.5360,503.0000,513.4963,1.2310,250.7143,0.0000,0
330,1061.5460,503.0000,529.7783,1.2309,249.1837,0.0000,0
331,1054.9000,503.0000,546.5461,1.2309,247.4490,0.0000,0
332,1047.8120,503.0000,562.9739,1.2310,245.7143,0.0000,0
333,1040.2590,503.0000,579.0132,1.2309,244.1837,0.0000,0
334,1032.1560,503.0000,595.1307,1.2309,242.7551,0.0000,0
335,1023.5790,503.0000,611.3554,1.2310,241.6327,0.0000,0
336,1014.9130,503.0000,627.0485,1.2310,240.6123,0.0000,0
337,1005.9220,503.0000,642.5350,1.2309,238.9796,0.0000,0
338,996.5394,503.0000,657.8419,1.2309,237.8572,0.0000,0
339,987.1517,503.0000,672.5643,1.2309,237.1429,0.0000,0
340,977.0986,503.0000,687.6705,1.2310,235.3061,0.0000,0
341,966.7212,503.0000,701.8588,1.2309,232.2449,0.0000,0
342,955.6990,503.0000,715.4360,1.2310,229.5918,0.0000,0
343,943.6550,503.0000,728.8046,1.2309,227.3470,0.0000,0
344,931.8960,503.0000,741.5688,1.2309,227.3470,0.0000,0
345,919.9500,503.0000,754.5361,1.2309,227.3470,0.0000,0
346,907.9282,503.0000,767.5856,1.2309,227.3470,0.0000,0
347,895.9735,503.0000,780.5621,1.2309,227.3470,0.0000,0
348,883.6447,503.0000,793.9445,1.2309,227.3470,0.0000,0
349,871.8862,503.0000,806.7081,1.2309,227.3470,0.0000,0
350,860.0623,503.0000,819.5427,1.2309,227.3470,0.0000,0
351,847.9248,503.0000,832.7175,1.2309,227.3470,0.0000,0
352,836.0502,503.0000,845.6071,1.2309,227.3470,0.0000,0
353,824.1473,503.0000,858.5272,1.2309,227.3470,0.0000,0
354,811.8745,503.0000,871.8491,1.2309,227.3470,0.0000,0
355,799.9549,503.0000,884.5764,1.2309,226.1225,0.0000,0
356,787.3213,503.0000,897.2661,1.2309,224.0816,0.0000,0
357,773.0363,503.0000,910.4905,1.2309,221.4286,0.0000,0
358,759.4835,503.0000,921.5032,1.2309,217.6531,0.0000,0
359,744.8679,503.0000,931.9232,1.2310,213.9796,0.0000,0
360,729.9609,503.0000,941.6845,1.2309,212.5510,0.0000,0
361,714.9118,503.0000,951.0852,1.2310,211.5306,0.0000,0
362,699.4101,503.0000,960.2840,1.2309,209.6939,0.0000,0
363,684.0083,503.0000,968.8710,1.2309,208.3673,0.0000,0
364,668.6008,503.0000,976.9420,1.2309,207.0408,0.0000,0
365,652.9874,503.0000,984.7134,1.2309,206.0204,0.0000,0
366,636.8139,503.0000,992.3508,1.2309,204.6939,0.0000,0
367,620.5012,503.0000,999.7781,1.2310,204.0816,0.0000,0
368,604.4247,503.0000,1006.8640,1.2310,203.4694,0.0000,0
369,588.3747,503.0000,1013.6620,1.2309,202.5510,0.0000,0
370,571.8946,503.0000,1020.4290,1.2310,202.0408,0.0000,0
371,555.4692,503.0000,1027.0300,1.2310,201.6327,0.0000,0
372,538.8550,503.0000,1033.5970,1.2309,201.5306,0.0000,0
373,522.6198,503.0000,1039.9560,1.2310,201.1225,0.0000,0
374,505.9841,503.0000,1046.3360,1.2309,200.7143,0.0000,0
375,489.4225,503.0000,1052.5300,1.2309,200.2041,0.0000,0
376,472.8705,503.0000,1058.5570,1.2309,199.8980,0.0000,0
377,456.2514,503.0000,1064.5720,1.2309,199.8980,0.0000,0
378,439.1064,503.0000,1070.7780,1.2309,199.8980,0.0000,0
379,417.4299,503.0000,1078.6240,1.2309,199.8980,0.0000,0
380,405.2509,503.0000,1083.0320,1.2309,199.8980,0.0000,0
381,405.2509,503.0000,1083.0320,1.2309,199.8980,0.0000,0
382,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
383,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
384,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
385,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
386,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
387,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
388,405.2509,503.0000,1083.0320,1.2309,199.6939,0.0000,0
389,395.7375,503.0000,1086.3980,1.2309,199.1837,0.0000,0
390,378.8919,503.0000,1092.0790,1.2309,197.9592,0.0000,0
391,362.2808,503.0000,1097.2790,1.4068,196.9388,0.0000,0
392,344.3400,503.0000,1102.6730,1.4947,196.6327,0.0000,0
393,327.2145,503.0000,1107.7280,1.4947,196.3265,0.0000,0
394,310.1039,503.0000,1112.7030,1.4947,196.1225,0.0000,0
395,306.1527,503.0000,1113.8450,1.4947,195.9184,0.0000,0
396,306.1527,503.0000,1113.8450,1.4947,195.9184,0.0000,0
397,306.1527,503.0000,1113.8450,1.4947,195.7143,0.0000,0
398,306.1527,503.0000,1113.8450,1.4947,195.3061,0.0000,0
399,306.1527,503.0000,1113.8450,1.4947,195.3061,0.0000,0
400,306.1527,503.0000,1113.8450,1.4947,195.2041,0.0000,0
401,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
402,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
403,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
404,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
405,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
406,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
407,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
408,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
409,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
410,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
411,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
412,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
413,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
414,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
415,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
416,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
417,306.1527,503.0000,1113.8450,1.4947,194.7959,0.0000,0
418,306.1527,503.0000,1113.8450,1.4947,193.8776,0.0000,0
419,306.1527,503.0000,1113.8450,1.3189,192.8572,0.0000,0
420,306.1527,503.0000,1113.8450,1.3189,192.4490,0.0000,0
421,306.1527,503.0000,1113.8450,1.2310,191.5306,0.0000,0
422,306.1527,503.0000,1113.8450,0.7913,188.2653,0.0000,0
423,306.1527,503.0000,1113.8450,0.6155,186.2245,0.0000,0
424,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
425,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
426,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
427,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
428,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
429,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
430,306.1527,503.0000,1113.8450,0.3517,185.8163,0.0000,0
431,307.3918,503.0764,1126.2280,0.3517,185.7143,0.0000,0
432,308.7614,503.1608,1139.9140,0.3517,185.7143,0.0000,0
433,310.1342,503.2455,1153.6330,0.3517,185.7143,0.0000,0
434,311.4823,503.3285,1167.1050,0.3517,185.7143,0.0000,0
435,312.8333,503.4118,1180.6050,0.3517,185.7143,0.0000,0
436,314.1898,503.4954,1194.1610,0.3517,185.7143,0.0000,0
437,315.5504,503.5793,1207.7580,0.3517,185.7143,0.0000,0
438,316.9041,503.6628,1221.2870,0.3517,185.7143,0.0000,0
439,318.2715,503.7471,1234.9530,0.3517,185.7143,0.0000,0
440,319.6014,503.8292,1248.2430,0.3517,185.7143,0.0000,0
441,320.9434,503.9119,1261.6540,0.3517,185.7143,0.0000,0
442,322.2897,503.9949,1275.1080,0.3517,185.7143,0.0000,0
443,323.6638,504.0796,1288.8410,0.3517,185.7143,0.0000,0
444,325.0259,504.1635,1302.4530,0.3517,185.7143,0.0000,0
445,307.0078,504.2561,1319.4220,0.3517,185.7143,0.0000,0
446,290.1074,504.2989,1328.0810,0.3517,185.2041,0.0000,0
447,272.6993,504.2989,1329.4280,0.4396,183.7755,0.0000,0
448,255.3904,504.2989,1330.4770,0.4396,183.3674,0.0000,0
449,246.6586,504.2989,1330.9910,0.4396,182.9592,0.0000,0
450,246.6586,504.2989,1330.9910,0.4396,182.5510,0.0000,0
451,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
452,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
453,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
454,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
455,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
456,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
457,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
458,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
459,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
460,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
461,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
462,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
463,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
464,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
465,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
466,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
467,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
468,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
469,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
470,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
471,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
472,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
473,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
474,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
475,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
476,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
477,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
478,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
479,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
480,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
481,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0